,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
2767,2013,0.298,0.178,0.74,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
237,2003,0.297,0.241,0.461,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
2110,2004,0.297,0.144,0.573,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2599,2007,0.297,0.202,0.356,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
2945,2011,0.296,0.186,0.516,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
1563,2015,0.295,0.277,0.349,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2232,2000,0.295,0.292,0.301,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2233,2001,0.295,0.29,0.303,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2087,2017,0.294,0.168,0.523,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
1290,2012,0.293,0.2,0.387,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1564,2016,0.293,0.274,0.348,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2109,2003,0.293,0.141,0.578,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
6,2006,0.292,0.265,0.381,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
666,2000,0.292,0.235,0.439,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
751,2013,0.291,0.148,0.441,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1565,2017,0.291,0.27,0.347,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2782,2010,0.291,0.134,0.532,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
73,2001,0.29,0.0845,0.485,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
511,2007,0.29,0.2,0.663,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
1355,2005,0.288,0.176,0.558,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
1864,2010,0.288,0.197,0.448,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
1963,2001,0.288,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
2108,2002,0.288,0.138,0.582,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2766,2012,0.288,0.172,0.726,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
1569,2003,0.285,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
1916,2008,0.285,0.123,0.486,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
2107,2001,0.284,0.135,0.587,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
3058,2016,0.284,0.225,0.408,tza,Tanzania,africa,africa_sub_saharan,sub_saharan_africa,g77,-6,35,14/12/1961,Sub-Saharan Africa,Low income
236,2002,0.283,0.228,0.453,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
750,2012,0.283,0.141,0.436,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1620,2000,0.283,0.174,0.671,lao,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
2598,2006,0.283,0.191,0.343,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
1289,2011,0.282,0.192,0.377,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
2944,2010,0.282,0.175,0.5,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
1683,2009,0.281,0.263,0.334,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
2086,2016,0.281,0.158,0.511,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
2106,2000,0.281,0.133,0.592,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
5,2005,0.28,0.256,0.364,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
2765,2011,0.278,0.167,0.712,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
72,2000,0.276,0.0753,0.475,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
749,2011,0.276,0.133,0.432,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
2781,2009,0.275,0.126,0.522,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
1863,2009,0.274,0.185,0.437,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
2147,2005,0.273,0.248,0.417,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
1288,2010,0.272,0.185,0.368,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
235,2001,0.27,0.214,0.445,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
4,2004,0.269,0.246,0.347,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1568,2002,0.269,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
2085,2015,0.269,0.148,0.498,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
2597,2005,0.269,0.18,0.33,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
2764,2010,0.269,0.161,0.699,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
2943,2009,0.269,0.164,0.483,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
3057,2015,0.269,0.213,0.389,tza,Tanzania,africa,africa_sub_saharan,sub_saharan_africa,g77,-6,35,14/12/1961,Sub-Saharan Africa,Low income
748,2010,0.268,0.126,0.427,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1915,2007,0.267,0.116,0.46,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
3437,2017,0.264,0.189,0.362,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
1354,2004,0.263,0.148,0.545,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
510,2006,0.262,0.173,0.633,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
1817,2017,0.262,0.247,0.341,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
747,2009,0.261,0.119,0.422,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1287,2009,0.261,0.177,0.358,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1682,2008,0.261,0.242,0.322,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
3436,2016,0.261,0.186,0.362,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
1862,2008,0.26,0.173,0.425,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
3435,2015,0.26,0.181,0.368,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
1816,2016,0.259,0.243,0.339,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
2763,2009,0.259,0.155,0.685,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
2780,2008,0.259,0.117,0.511,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
3434,2014,0.259,0.177,0.374,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
3,2003,0.258,0.237,0.33,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
3433,2013,0.257,0.172,0.381,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
234,2000,0.256,0.201,0.437,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
1815,2015,0.256,0.24,0.338,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
2084,2014,0.256,0.139,0.486,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
2942,2008,0.256,0.153,0.467,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
3432,2012,0.256,0.168,0.387,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
2596,2004,0.255,0.17,0.316,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
3431,2011,0.255,0.163,0.393,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
746,2008,0.254,0.112,0.417,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
3056,2014,0.254,0.201,0.371,tza,Tanzania,africa,africa_sub_saharan,sub_saharan_africa,g77,-6,35,14/12/1961,Sub-Saharan Africa,Low income
592,2016,0.253,0.0905,0.491,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
1567,2001,0.253,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
1814,2014,0.253,0.236,0.337,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
3430,2010,0.253,0.159,0.399,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
591,2015,0.252,0.0905,0.491,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
3429,2009,0.252,0.155,0.405,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
590,2014,0.251,0.0905,0.491,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
1286,2008,0.251,0.169,0.349,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
3428,2008,0.25,0.15,0.411,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
589,2013,0.249,0.0905,0.491,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
1813,2013,0.249,0.233,0.336,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
1914,2006,0.249,0.109,0.435,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
2762,2008,0.249,0.15,0.671,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
3427,2007,0.249,0.146,0.417,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
588,2012,0.248,0.0905,0.491,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
2146,2004,0.248,0.222,0.398,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
745,2007,0.247,0.106,0.413,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
3426,2006,0.247,0.142,0.423,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
2,2002,0.246,0.227,0.313,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1812,2012,0.246,0.23,0.334,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
1861,2007,0.246,0.161,0.414,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
2778,2006,0.246,0.102,0.49,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
1962,2000,0.245,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
3425,2005,0.245,0.138,0.429,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
2083,2013,0.244,0.129,0.474,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
2779,2007,0.244,0.109,0.5,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
1811,2011,0.243,0.226,0.333,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
2941,2007,0.243,0.142,0.45,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
3424,2004,0.243,0.134,0.435,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
2595,2003,0.242,0.162,0.303,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
3423,2003,0.242,0.13,0.441,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
1285,2007,0.241,0.161,0.339,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1681,2007,0.241,0.22,0.31,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
744,2006,0.24,0.0994,0.408,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1810,2010,0.24,0.223,0.332,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
2761,2007,0.24,0.144,0.658,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
3422,2002,0.24,0.126,0.447,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
587,2011,0.239,0.09,0.472,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
1353,2003,0.238,0.12,0.531,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
3055,2013,0.238,0.189,0.353,tza,Tanzania,africa,africa_sub_saharan,sub_saharan_africa,g77,-6,35,14/12/1961,Sub-Saharan Africa,Low income
3421,2001,0.238,0.122,0.453,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
1566,2000,0.237,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
1809,2009,0.237,0.219,0.331,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
3420,2000,0.237,0.118,0.459,zmb,Zambia,africa,africa_sub_saharan,sub_saharan_africa,g77,-14.33333,28.5,01/12/1964,Sub-Saharan Africa,Lower middle income
0,2000,0.235,0.218,0.296,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1,2001,0.235,0.218,0.296,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
509,2005,0.234,0.146,0.604,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
743,2005,0.234,0.0932,0.404,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
2777,2005,0.234,0.0943,0.479,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
1808,2008,0.233,0.216,0.329,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
1860,2006,0.233,0.15,0.403,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
1913,2005,0.232,0.102,0.411,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
2082,2012,0.232,0.12,0.462,moz,Mozambique,africa,africa_sub_saharan,sub_saharan_africa,g77,-18.25,35,16/09/1975,Sub-Saharan Africa,Low income
586,2010,0.231,0.0894,0.453,caf,Central African Republic,africa,africa_sub_saharan,sub_saharan_africa,g77,7,21,20/09/1960,Sub-Saharan Africa,Low income
1284,2006,0.231,0.153,0.33,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
2760,2006,0.231,0.138,0.644,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
1807,2007,0.23,0.213,0.328,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
2940,2006,0.23,0.131,0.434,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
2594,2002,0.229,0.154,0.289,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
742,2004,0.227,0.0872,0.399,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1241,2017,0.227,0.166,0.338,gin,Guinea,africa,africa_sub_saharan,sub_saharan_africa,g77,10.83333,-10.66667,12/12/1958,Sub-Saharan Africa,Low income
1806,2006,0.227,0.209,0.327,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
1805,2005,0.224,0.206,0.326,mwi,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,01/12/1964,Sub-Saharan Africa,Low income
741,2003,0.223,0.0838,0.397,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
